"","latitude","longitude","ocean_prd"
"747",8.5,93.5,395.781730952381
"748",8.5,94.5,331.112689814815
"749",8.5,95.5,327.219532407407
"750",8.5,96.5,338.092787037037
"751",8.5,97.5,377.340363425926
"752",8.5,107.5,438.005541666667
"753",8.5,108.5,333.790335648148
"754",9.5,93.5,332.562143518518
"755",9.5,94.5,327.071981481481
"756",9.5,95.5,327.945777777778
"757",9.5,96.5,330.603212962963
