OBJECTID,year,longitude,latitude,conflict,conflict50nmi,conflict100nmi,fatalities100nmi,conflict150nmi,conflict200nmi,ocean_prd,ind_iuu000,nid_iuu000,iuu000,battle_count100nmi,protest_count100nmi,civilian_count100nmi,conflictm712,fatam712,ocp16,ocp1014mean,annual_catch1014,annual_indcatch1014,annual_nidcatch1014,conflict2016,catchdev,indcatchdev,nidcatchdev,indcatch000,nidcatch000,catch000,devgroup1,devgroup2,devgroup3,devgroup4,prodummy1,prodummy2,prodummy3,prodummy4,prodummy5,prodummy6,prodummy7,prodummy8,prodummy9,prodummy10,prodummy11,prodummy12,prodummy13,prodummy14,prodummy15,prodummy16,prodummy17,prodummy18,prodummy19,prodummy20,prodummy21,prodummy22,prodummy23,prodummy24,prodummy25,prodummy26,prodummy27,prodummy28,prodummy29,prodummy30,prodummy31,prodummy32,prodummy33,prodummy34
387,2015,104.506356821,-7.42743197476,0,0,2,1,144,171,412.5092196994358,0.0060278200544416904,0,0.006027819588780403,0,1,1,1,1,274.3543701171875,365.7259216308594,0.0941639170050621,0.0941639170050621,0,2,-1.697944164276123,-1.705950379371643,-1.6930298805236816,0.08077716082334518,0,0.08077716082334518,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
388,2015,105.503486787,-7.42743197476,0,0,163,5,169,176,465.9640867445204,3.4867427349090576,0.4743248522281647,3.9610674381256104,5,154,4,94,5,294.60906982421875,421.4479675292969,4.393126010894775,2.8140673637390137,1.5790585279464722,100,-1.1927390098571777,0.5637072920799255,-1.6367841958999634,3.467893600463867,1.4915287494659424,4.959422588348389,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
389,2015,106.500616752,-7.42743197476,0,161,167,4,176,181,624.2087686472926,1.5281985998153687,2.7478668689727783,4.276065349578857,5,159,3,96,4,356.5165710449219,602.04833984375,12.006710052490234,5.369457244873047,6.6372528076171875,100,2.0746517181396484,1.6223894357681274,1.869069218635559,5.7716498374938965,8.639741897583008,14.411391258239746,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
390,2015,107.497746717,-7.42743197476,6,161,172,4,192,205,949.9605930873325,1.245418667793274,2.3868417739868164,3.63226056098938,5,164,3,98,4,364.299072265625,730.48187255859375,11.618575096130371,4.325250148773193,7.293324947357178,104,0.84538334608078,1.751000165939331,0.42626506090164185,5.037178039550781,7.666656017303467,12.70383358001709,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
391,2015,108.494876683,-7.42743197476,2,40,195,5,203,215,1227.73154703776,1.9013363122940063,3.050673246383667,4.952009677886963,5,186,4,112,5,492.33282470703125,881.9766845703125,10.429464340209961,3.3593742847442627,7.070090293884277,129,1.6583997011184692,-0.30737757682800293,1.8108036518096924,3.303718328475952,9.5929107666015625,12.896629333496094,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,2015,109.492006648,-7.42743197476,8,32,69,1,210,264,1423.474100748698,0.7434826493263245,3.0081958770751953,3.751678466796875,0,68,1,45,1,705.8475341796875,1070.003662109375,12.569387435913086,3.492100954055786,9.077286720275879,57,0.5255687832832336,-1.6843602657318115,0.9262090921401978,2.502110004425049,9.45935344696045,11.961463928222656,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,2015,110.489136613,-7.42743197476,19,36,65,2,127,264,1952.573852539062,1.8921819925308228,1.1301672458648682,3.0223493576049805,1,62,2,32,2,1003.0704956054688,NA,5.380793571472168,1.7193775177001953,3.6614162921905518,45,-1.233138918876648,-1.6728171110153198,-0.8509367108345032,1.3436758518218994,3.5538315773010254,4.897507190704346,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,2015,112.483396544,-7.42743197476,42,68,97,4,107,115,NA,1.2888753414154053,3.1476995944976807,4.436575412750244,1,91,5,NA,NA,NA,NA,NA,NA,NA,56,0.4679105281829834,0.7695222496986389,0.3380507826805115,4.244045257568359,9.897998809814453,14.142044067382812,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
396,2015,113.48052651,-7.42743197476,5,64,78,7,91,112,965.372412109375,8.0502347946167,5.225411415100098,13.275646209716797,1,73,4,34,7,1074.144775390625,861.33709716796875,21.734460830688477,6.716854095458984,15.017605781555176,36,1.0850064754486084,2.22282338142395,0.7624828815460205,7.691537380218506,16.43153190612793,24.12306785583496,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
397,2015,114.477656475,-7.42743197476,0,16,69,6,81,89,525.8188629150391,11.480186462402344,7.829054355621338,19.309240341186523,0,66,3,27,6,555.10028076171875,476.97509765625,23.410661697387695,5.975754737854004,17.434906005859375,34,2.578218936920166,1.0473452806472778,2.7121429443359375,5.484392166137695,24.624086380004883,30.108478546142578,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
398,2015,115.47478644,-7.42743197476,0,9,20,6,70,83,419.8663126627604,5.8980278968811035,1.4517940282821655,7.3498215675354,0,20,0,11,6,442.284912109375,407.76129150390625,7.036259651184082,2.1620185375213623,4.874240398406982,11,-1.1531857252120972,-1.1303542852401733,-0.8804357647895813,2.4388198852539062,4.565193176269531,7.004012584686279,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
399,2015,116.471916406,-7.42743197476,0,5,11,6,21,82,410.2124430338542,0.18612846732139587,0.3369980752468109,0.5231265425682068,0,11,0,5,6,404.4161376953125,370.76776123046875,2.5207371711730957,1.2395844459533691,1.2811528444290161,8,-1.7975314855575562,-2.033135175704956,-1.631726622581482,0.9546710848808289,1.0596964359283447,2.0143675804138184,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
400,2015,117.469046371,-7.42743197476,0,0,9,4,39,46,429.9247843424479,2.086686372756958,3.363588809967041,5.450275421142578,1,8,0,1,4,384.2658996582031,400.895263671875,15.739046096801758,5.270571708679199,10.468473434448242,2,0.8892812728881836,1.4930614233016968,0.5987219214439392,5.374841213226318,10.579344749450684,15.954185485839844,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
401,2015,118.466176336,-7.42743197476,0,3,6,4,34,39,443.4131969875759,0.9707261919975281,1.0923948287963867,2.0631210803985596,1,5,0,0,0,382.10992431640625,381.3538513183594,6.7183709144592285,2.9234237670898438,3.7949471473693848,5,-0.9814350008964539,-1.0410736799240112,-0.7861127257347107,2.6753311157226562,3.435157299041748,6.110488414764404,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
402,2015,119.463306302,-7.42743197476,0,3,4,2,31,35,397.9298188951281,0.0014682899927720428,0,0.0014682899927720428,1,3,0,0,0,364.71429443359375,348.58892822265625,0.03373263031244278,0.03373263031244278,0,5,-1.7089976072311401,-1.734336018562317,-1.6930298805236816,0.014421490021049976,0,0.014421490021049976,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
403,2015,120.460436267,-7.42743197476,0,0,4,2,29,32,403.2754211425781,0.828675389289856,1.544577717781067,2.373253107070923,1,3,0,0,0,359.5575256347656,338.64031982421875,7.9479475021362305,2.6730523109436035,5.274895668029785,5,-0.4346274733543396,0.1515086591243744,-0.5198312401771545,3.14898681640625,4.856953144073486,8.005939483642578,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
404,2015,121.457566233,-7.42743197476,0,0,0,0,28,42,387.1111738416884,0.7379273772239685,2.221156597137451,2.9590840339660645,0,0,0,0,0,335.1006164550781,336.96051025390625,9.879447937011719,3.123112440109253,6.756335258483887,0,-0.16941463947296143,0.654019296169281,-0.24097588658332825,3.4913699626922607,6.984467506408691,10.475836753845215,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
405,2015,122.454696198,-7.42743197476,0,0,0,0,10,39,342.4887008666992,2.8472471237182617,0.31132617592811584,3.1585731506347656,0,0,0,0,0,311.778076171875,307.2937927246094,1.5592724084854126,0.7837304472923279,0.7755419015884399,1,-1.3680367469787598,-0.9977287650108337,-1.5452104806900024,1.4168176651000977,0.9789709448814392,2.3957886695861816,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
406,2015,123.451826163,-7.42743197476,0,0,1,1,10,13,371.4153281317817,0.07460153847932816,0.003213119925931096,0.07781466096639633,0,0,1,0,0,331.0872497558594,323.3357238769531,0.71155846118927,0.7072995901107788,0.004258870147168636,3,-1.7499563694000244,-1.8601858615875244,-1.6903667449951172,0.4826386272907257,0.010103739798069,0.4927423596382141,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
407,2015,124.448956129,-7.42743197476,0,0,5,1,10,12,395.1702075534397,3.967999873566441e-5,0,3.967999873566441e-5,0,4,1,1,1,355.6449279785156,341.4278564453125,5.593160167336464e-4,5.593160167336464e-4,0,1,-1.7004420757293701,-1.7121977806091309,-1.6930298805236816,4.649299953598529e-4,0,4.649299953598529e-4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
408,2015,125.446086094,-7.42743197476,0,0,5,1,6,10,388.3168852064344,1.1285395622253418,2.1081430912017822,3.236682653427124,0,4,1,1,1,351.2149353027344,339.8291320800781,4.5615949630737305,1.1530139446258545,3.408581256866455,1,0.6164672374725342,-0.9955490827560425,1.4032580852508545,1.8615671396255493,6.629093647003174,8.490660667419434,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
409,2015,126.443216059,-7.42743197476,0,0,0,0,5,10,423.7661275227865,1.0082066059112549,2.1528360843658447,3.1610426902770996,0,0,0,0,0,337.47894287109375,352.6022644042969,12.096123695373535,3.192534923553467,8.903589248657227,1,-0.11989579349756241,0.30993136763572693,-0.18546226620674133,3.468003273010254,6.769631862640381,10.237635612487793,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
410,2015,127.440346025,-7.42743197476,0,0,0,0,1,7,446.0513754950629,1.2544467449188232,2.935929536819458,4.190376281738281,0,0,0,0,0,351.17138671875,350.4391174316406,12.025367736816406,4.152581214904785,7.872786045074463,0,0.9680495858192444,0.8896836638450623,0.8836572170257568,4.221790790557861,9.232084274291992,13.453874588012695,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
411,2015,128.43747599,-7.42743197476,0,0,0,0,0,2,436.757225485409,0.8413271307945251,1.0881807804107666,1.929507851600647,0,0,0,0,0,305.05291748046875,334.7904968261719,5.880481719970703,2.531395196914673,3.3490867614746094,0,-1.3896371126174927,-1.3592894077301025,-1.1485463380813599,2.245617628097534,3.4460442066192627,5.691662311553955,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
412,2015,129.434605956,-7.42743197476,0,0,0,0,0,0,436.010375128852,0.3179822266101837,0.9322634935379028,1.2502456903457642,0,0,0,0,0,289.3367919921875,332.601318359375,5.39479398727417,1.5605449676513672,3.8342490196228027,0,-1.4058804512023926,-1.6085432767868042,-1.0526385307312012,1.5919867753982544,2.9315197467803955,4.5235066413879395,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,2015,130.431735921,-7.42743197476,0,0,0,0,0,0,442.8110817803277,9.591840744018555,2.3343286514282227,11.926169395446777,0,0,0,0,0,291.17730712890625,348.4921875,14.49052906036377,5.057736396789551,9.432791709899902,0,0.41138091683387756,1.3043595552444458,-0.045581918209791183,5.407715797424316,7.340338706970215,12.748054504394531,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,2015,131.428865886,-7.42743197476,0,0,0,0,0,0,558.5166174847146,3.3948187828063965,4.598221778869629,7.993040561676025,0,0,0,0,0,394.7579650878906,415.34722900390625,22.535669326782227,6.14432430267334,16.391345977783203,0,1.0354862213134766,1.7749601602554321,0.7416512370109558,7.03068208694458,14.45965576171875,21.490337371826172,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
415,2015,132.425995852,-7.42743197476,0,0,0,0,0,0,562.9122898646764,0.9881098866462708,0.5423896908760071,1.5304994583129883,0,0,0,0,0,390.8293762207031,451.3587951660156,4.069154262542725,2.774773120880127,1.2943813800811768,0,-1.7256208658218384,-2.1132545471191406,-1.302978754043579,1.9761335849761963,1.7055543661117554,3.681688070297241,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
416,2015,133.423125817,-7.42743197476,0,0,0,0,0,3,890.0307328965929,1.8537009954452515,0.46941322088241577,2.3231141567230225,0,0,0,0,0,558.84564208984375,662.87347412109375,6.157415390014648,4.746623992919922,1.410791277885437,0,-1.0636115074157715,0.583696186542511,-1.4540656805038452,4.819643497467041,1.4761192798614502,6.295762538909912,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
417,2015,134.420255782,-7.42743197476,0,0,0,0,0,20,1226.864115397135,7.813000679016113,0.97287517786026,8.785876274108887,0,0,0,0,0,774.5062255859375,875.89288330078125,9.411149978637695,6.278642177581787,3.132507801055908,0,1.9690104722976685,2.867438316345215,-1.3274155855178833,8.40086555480957,3.059237241744995,11.460102081298828,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
418,2015,135.417385748,-7.42743197476,0,0,0,0,7,26,1185.586307779948,4.232272148132324,0.39906877279281616,4.631341457366943,0,0,0,0,0,747.48980712890625,834.65899658203125,6.521256923675537,5.405604362487793,1.1156527996063232,0,-1.561992883682251,0.8490608930587769,-1.502188801765442,5.282617568969727,1.2548789978027344,6.537496566772461,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
419,2015,136.414515713,-7.42743197476,0,0,0,0,10,41,1613.476640489366,2.2818210124969482,0.21491315960884094,2.496734380722046,0,0,0,0,0,975.01983642578125,1269.3912353515625,6.175611972808838,5.531691551208496,0.6439200639724731,0,-0.5067216157913208,1.8228236436843872,-1.6263834238052368,6.6693949699401855,0.6757982969284058,7.345192909240723,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
420,2015,137.411645679,-7.42743197476,0,0,0,0,10,58,2074.800004747179,4.578388214111328,1.8102970123291016,6.38868522644043,0,0,0,0,0,1756.6376953125,1908.6500244140625,11.758073806762695,5.133477687835693,6.62459659576416,2,1.2765557765960693,4.454013347625732,-0.12106114625930786,8.665909767150879,5.692512035369873,14.35842227935791,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
421,2015,138.408775644,-7.42743197476,0,0,4,1,16,56,2671.04880859375,3.3666043281555176,2.8621132373809814,6.22871732711792,0,1,3,3,1,2791.4169921875,2571.594482421875,16.852670669555664,5.109896183013916,11.742773056030273,10,0.5255590677261353,1.3950034379959106,0.2684129476547241,5.121155261993408,9.108132362365723,14.229288101196289,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
422,2015,139.405905609,-7.42743197476,0,4,4,1,16,44,2782.244140625,2.908514976501465,0.5558476448059082,3.464362859725952,0,1,3,3,1,2957.817626953125,NA,5.664247989654541,2.187800168991089,3.476447582244873,10,-1.565726399421692,-0.6630439758300781,-1.8596559762954712,2.1302263736724854,1.7479276657104492,3.8781540393829346,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
434,2015,98.523577029,-6.4376047016,0,0,0,0,0,0,256.3333498636882,0.010553349740803242,0,0.010553349740803242,0,0,0,0,0,194.8809051513672,225.67372131347656,0.09219019114971161,0.09213181585073471,5.836800119141117e-5,0,-1.7170360088348389,-1.7565103769302368,-1.693474531173706,0.09566338360309601,0,0.09566338360309601,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
435,2015,99.5207069944,-6.4376047016,0,0,0,0,0,0,271.8911357455784,0.005965869873762131,0,0.005965869873762131,0,0,0,0,0,199.77362060546875,233.11997985839844,0.10745719820261002,0.10745690762996674,2.859999881366093e-7,0,-1.7068099975585938,-1.729770302772522,-1.6930400133132935,0.071184441447258,0,0.071184441447258,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
436,2015,100.51783696,-6.4376047016,0,0,0,0,0,1,297.51654730902783,0.003928630147129297,0,0.00392862968146801,0,0,0,0,0,208.33343505859375,242.02037048339844,0.061366528272628784,0.061366528272628784,0,0,-1.6994447708129883,-1.7100629806518555,-1.6930298805236816,0.05264290049672127,0,0.052642904222011566,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
437,2015,101.514966925,-6.4376047016,0,0,0,0,1,7,321.1678822835286,0.003906779922544956,0,0.003906779922544956,0,0,0,0,0,213.31094360351562,258.7635498046875,0.0781223326921463,0.0781223326921463,0,0,-1.7012224197387695,-1.7149386405944824,-1.6930298805236816,0.0523102693259716,0,0.0523102693259716,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
438,2015,102.51209689,-6.4376047016,0,0,0,0,5,11,358.7780337863499,0.004682469647377729,0,0.004682469647377729,0,0,0,0,0,220.17689514160156,295.8389892578125,0.11187437921762466,0.11187437921762466,0,0,-1.7052966356277466,-1.7257713079452515,-1.6930298805236816,0.06267794221639633,0,0.06267794221639633,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
439,2015,103.509226856,-6.4376047016,0,0,4,1,7,149,460.2511944240994,0.010231070220470428,0,0.010231069289147854,0,3,1,3,1,232.87588500976562,398.66070556640625,0.1329529583454132,0.1329529583454132,0,2,-1.69594144821167,-1.7000516653060913,-1.6930298805236816,0.13603679835796356,0,0.13603679835796356,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
440,2015,104.506356821,-6.4376047016,0,2,10,3,147,177,592.2079883151584,0.1775009036064148,0.28478577733039856,0.46228668093681335,0,7,3,5,3,304.6078186035156,491.0306396484375,1.9612537622451782,1.4919378757476807,0.46931591629981995,7,-1.5197644233703613,-1.4187090396881104,-1.5152360200881958,1.5349222421646118,0.8955477476119995,2.4304699897766113,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
441,2015,105.503486787,-6.4376047016,0,102,165,5,171,182,697.596663936492,2.1847782135009766,7.43754768371582,9.622325897216797,5,156,4,95,5,566.077880859375,609.5413818359375,22.646617889404297,6.844946384429932,15.801671028137207,104,3.1557085514068604,1.365106225013733,3.3697643280029297,6.58915376663208,23.42279815673828,30.011951446533203,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
442,2015,106.500616752,-6.4376047016,133,161,171,5,176,187,NA,1.7586778402328491,3.0185954570770264,4.777273654937744,5,162,4,NA,NA,NA,NA,NA,NA,NA,103,1.2555346488952637,1.3114128112792969,1.1337581872940063,4.438534259796143,9.49392318725586,13.93245792388916,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
443,2015,107.497746717,-6.4376047016,24,167,172,4,183,205,1121.449645996094,1.944826602935791,4.239738941192627,6.184565544128418,5,164,3,98,4,1154.479248046875,992.049560546875,15.422952651977539,3.3942348957061768,12.028717994689941,104,1.3252843618392944,0.5835090279579163,1.2718836069107056,3.3647372722625732,13.331934928894043,16.696672439575195,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
444,2015,108.494876683,-6.4376047016,2,37,194,5,202,215,1150.474401137408,2.3943309783935547,3.285471200942993,5.679802417755127,5,185,4,111,5,1281.177001953125,1106.5819091796875,21.096050262451172,4.844395637512207,16.25165367126465,126,0.1114177331328392,0.036514103412628174,0.1135072186589241,3.9782698154449463,10.331223487854004,14.309493064880371,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
445,2015,109.492006648,-6.4376047016,1,17,68,1,214,261,823.3505113389757,2.0043954849243164,5.336493015289307,7.340888500213623,0,67,1,44,1,911.34674072265625,712.18792724609375,19.265138626098633,6.224612712860107,13.040525436401367,57,2.389160394668579,1.4540042877197266,2.5625154972076416,6.626388072967529,16.78423500061035,23.410625457763672,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,2015,110.489136613,-6.4376047016,6,19,53,2,125,264,801.4679358987247,2.947812080383301,5.497869491577148,8.44568157196045,1,50,2,30,2,874.02056884765625,817.9818115234375,20.62179946899414,6.379651069641113,14.242147445678711,42,2.051499843597412,2.1690096855163574,1.8913735151290894,7.001730442047119,17.292064666748047,24.293794631958008,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,2015,111.486266579,-6.4376047016,2,43,92,2,104,113,882.4253202165876,10.055816650390625,6.674657344818115,16.7304744720459,1,87,4,39,2,922.628662109375,791.39788818359375,24.34916114807129,7.015279293060303,17.333881378173828,58,1.9054555892944336,0.7384728789329529,2.0777907371520996,6.333775520324707,20.98866844177246,27.322444915771484,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,2015,112.483396544,-6.4376047016,0,46,80,3,102,112,785.1925633748373,2.253347158432007,4.10191011428833,6.355257034301758,1,75,4,34,3,841.9549560546875,724.51690673828125,19.743825912475586,7.194228172302246,12.549598693847656,44,0.6371954083442688,0.3088769316673279,0.657589852809906,5.434027671813965,12.898898124694824,18.33292579650879,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,2015,113.48052651,-6.4376047016,1,41,72,7,88,110,602.8567403157552,9.272364616394043,5.124488353729248,14.396852493286133,1,67,4,30,7,586.94989013671875,539.06280517578125,17.57607650756836,6.295292854309082,11.280784606933594,29,1.5018001794815063,0.8014160990715027,1.5447262525558472,5.999883651733398,16.11404800415039,22.11393165588379,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
450,2015,114.477656475,-6.4376047016,0,4,50,6,79,89,509.988762749566,2.5620369911193848,1.8897125720977783,4.451749324798584,0,47,3,22,6,472.00537109375,429.560791015625,13.790128707885742,6.305170059204102,7.484958648681641,23,1.337625503540039,3.233313798904419,-0.2111067771911621,8.333638191223145,5.942235946655273,14.275874137878418,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
451,2015,115.47478644,-6.4376047016,0,0,5,4,56,83,462.7558017306858,3.470762014389038,4.377097129821777,7.847858905792236,0,5,0,4,4,443.7752990722656,422.8252258300781,18.2354679107666,6.137335777282715,12.09813117980957,2,1.8547042608261108,1.6866201162338257,1.745639443397522,6.435094833374023,13.771814346313477,20.206911087036133,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
452,2015,116.471916406,-6.4376047016,0,0,0,0,16,82,426.2198113335504,1.732377290725708,1.8069944381713867,3.5393717288970947,0,0,0,1,0,407.23065185546875,378.6092529296875,10.764226913452148,4.68929386138916,6.07493257522583,0,-0.07315428555011749,0.40587469935417175,-0.2200051248073578,4.054193019866943,5.682804584503174,9.736997604370117,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
453,2015,117.469046371,-6.4376047016,0,0,2,1,37,42,428.1073599921332,0.9383835792541504,0.004622669890522957,0.9430062174797058,0,1,1,12,1,364.5585021972656,380.4186096191406,2.1670725345611572,2.1474170684814453,0.019655367359519005,2,-1.592751383781433,-1.0195188522338867,-1.6942986249923706,2.1663572788238525,0.01453595981001854,2.1808934211730957,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
