"","X","...1","latitude","longitude","sum_IUU","sum_reported","coords","sum_NIUU","sum_Nreported","total_IUU_catch","total_catch","conflict0nmi","conflict50nmi","conflict100nmi","conflict150nmi","conflict200nmi","fatalities100nmi","ocean_ord","ocean_prd","prodummy1","prodummy2","prodummy3","prodummy4","prodummy5","prodummy6","prodummy7","prodummy8","prodummy9","prodummy10","prodummy11","prodummy12","prodummy13","prodummy14","prodummy15","prodummy16","prodummy17","prodummy18","prodummy19","prodummy20","prodummy21","prodummy22","prodummy23","prodummy24","prodummy25","prodummy26","prodummy27","prodummy28","prodummy29","prodummy30","prodummy31","prodummy32","prodummy33","prodummy34","indcatch000","nidcatch000","catch000"
"194",194,194,-7.5,108.5,749.12843,3303.71832,"108.5,-7.5",3050.67323,9592.91052,3799.80166,12896.62884,2,17,33,37,45,2,1289.51350631313,1289.51350631313,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30371832,9.59291052,12.89662884
"195",195,195,-7.5,109.5,645.86669,2502.11017,"109.5,-7.5",3008.19579,9459.35336,3654.06248,11961.46353,8,29,37,46,91,2,1538.57649242424,1538.57649242424,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50211017,9.45935336,11.96146353
"196",196,196,-7.5,110.5,337.60147,1343.67588,"110.5,-7.5",1130.16729,3553.83154,1467.76876,4897.50742,18,34,62,98,100,2,1821.29408333333,1821.29408333333,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34367588,3.55383154,4.89750742
"197",197,197,-7.5,112.5,1269.44402,4244.04527,"112.5,-7.5",3147.69966,9897.99891,4417.14368,14142.04418,54,60,77,82,86,2,2386.66079545455,2386.66079545455,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.24404527,9.89799891,14.14204418
"198",198,198,-7.5,113.5,2212.89762,7691.53734,"113.5,-7.5",5225.41159,16431.53171,7438.30921,24123.06905,3,66,72,76,94,5,1000.67744107744,1000.67744107744,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.69153734,16.43153171,24.12306905
"199",199,199,-7.5,114.5,1528.09295,5484.39204,"114.5,-7.5",7829.05423,24624.08672,9357.14718,30108.47876,0,4,51,59,63,5,535.691580357143,535.691580357143,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.48439204,24.62408672,30.10847876
"200",200,200,-7.5,115.5,434.57079,2438.81984,"115.5,-7.5",1451.79404,4565.19302,1886.36483,7004.01286,0,5,8,53,62,1,469.926724537037,469.926724537037,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.43881984,4.56519302,7.00401286
"201",201,201,-7.5,116.5,153.16888,954.67112,"116.5,-7.5",336.99808,1059.69641,490.16696,2014.36753,0,5,5,5,35,2,430.646143518518,430.646143518518,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.95467112,1.05969641,2.01436753
"202",202,202,-7.5,117.5,1058.15514,5374.84144,"117.5,-7.5",3363.58896,10579.34468,4421.7441,15954.18612,0,0,0,0,0,0,470.119662037037,470.119662037037,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5.37484144,10.57934468,15.95418612
"203",203,203,-7.5,118.5,791.05768,2675.33121,"118.5,-7.5",1092.39481,3435.15724,1883.45249,6110.48845,0,4,4,4,4,2,462.382564814815,462.382564814815,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,2.67533121,3.43515724,6.11048845
"204",204,204,-7.5,119.5,1.46829,14.42149,"119.5,-7.5",0,0,1.46829,14.42149,0,0,1,25,25,3,424.670599537037,424.670599537037,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0.01442149,0,0.01442149
"205",205,205,-7.5,120.5,725.25754,3148.98688,"120.5,-7.5",1544.57775,4856.9531,2269.83529,8005.93998,0,0,0,0,0,0,426.507236111111,426.507236111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,3.14898688,4.8569531,8.00593998
"206",206,206,-7.5,121.5,699.40781,3491.36995,"121.5,-7.5",2221.15644,6984.46715,2920.56425,10475.8371,0,0,0,0,1,0,411.188849537037,411.188849537037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,3.49136995,6.98446715,10.4758371
"207",207,207,-7.5,122.5,261.79432,1416.81762,"122.5,-7.5",311.32618,978.97093,573.1205,2395.78855,0,0,0,0,2,1,369.678615740741,369.678615740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1.41681762,0.97897093,2.39578855
"208",208,208,-7.5,123.5,74.58614,482.63863,"123.5,-7.5",3.21312,10.10374,77.79926,492.74237,0,0,0,5,5,0,407.127048611111,407.127048611111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.48263863,0.01010374,0.49274237
"209",209,209,-7.5,124.5,0.03968,0.46493,"124.5,-7.5",0,0,0.03968,0.46493,0,0,5,5,5,1,425.979717592593,425.979717592593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.00046493,0,0.00046493
"210",210,210,-7.5,125.5,1097.87103,1861.56719,"125.5,-7.5",2108.14293,6629.094,3206.01396,8490.66119,0,0,0,0,0,0,420.289004901961,420.289004901961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1.86156719,6.629094,8.49066119
"211",211,211,-7.5,126.5,942.93999,3468.00327,"126.5,-7.5",2152.83606,6769.63213,3095.77605,10237.6354,0,0,0,0,0,0,479.169981182796,479.169981182796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.46800327,6.76963213,10.2376354
"212",212,212,-7.5,127.5,942.59403,4221.79066,"127.5,-7.5",2935.9296,9232.08429,3878.52363,13453.87495,0,0,0,0,0,0,464.128907407407,464.128907407407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.22179066,9.23208429,13.45387495
"213",213,213,-7.5,128.5,475.82609,2245.61763,"128.5,-7.5",1088.18073,3446.04436,1564.00682,5691.66199,0,0,0,0,2,0,455.491257142857,455.491257142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.24561763,3.44604436,5.69166199
"214",214,214,-7.5,129.5,316.92403,1591.98679,"129.5,-7.5",932.2635,2931.51981,1249.18753,4523.5066,0,0,0,0,0,0,451.672906862745,451.672906862745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59198679,2.93151981,4.5235066
"215",215,215,-7.5,130.5,1199.15683,5407.71558,"130.5,-7.5",2334.32858,7340.33867,3533.48541,12748.05425,0,0,0,0,0,0,483.621298611111,483.621298611111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40771558,7.34033867,12.74805425
"216",216,216,-7.5,131.5,1627.09216,7030.68198,"131.5,-7.5",4598.22161,14459.65594,6225.31377,21490.33792,0,0,0,0,0,0,578.482075396825,578.482075396825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.03068198,14.45965594,21.49033792
"217",217,217,-7.5,132.5,390.1284,1976.13359,"132.5,-7.5",542.38968,1705.55435,932.51808,3681.68794,0,0,0,0,0,0,593.467854166667,593.467854166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.97613359,1.70555435,3.68168794
"218",218,218,-7.5,133.5,1223.78593,4819.64338,"133.5,-7.5",469.41321,1476.11927,1693.19914,6295.76265,0,0,0,0,0,0,908.141516203704,908.141516203704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4.81964338,1.47611927,6.29576265
"219",219,219,-7.5,134.5,1923.65258,8400.86507,"134.5,-7.5",972.87521,3059.23719,2896.52779,11460.10226,0,0,0,0,0,0,1104.94227314815,1104.94227314815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8.40086507,3.05923719,11.46010226
"220",220,220,-7.5,135.5,1295.22451,5282.6178,"135.5,-7.5",399.06878,1254.87897,1694.29329,6537.49677,0,0,0,0,0,0,1114.07544444444,1114.07544444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5.2826178,1.25487897,6.53749677
"221",221,221,-7.5,136.5,1608.71149,6669.39471,"136.5,-7.5",214.91316,675.7983,1823.62465,7345.19301,0,0,0,9,17,11,1530.46709027778,1530.46709027778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6.66939471,0.6757983,7.34519301
"222",222,222,-7.5,137.5,4088.68637,8665.91002,"137.5,-7.5",1810.29697,5692.51201,5898.98334,14358.42203,0,0,0,0,13,5,1972.43297619048,1972.43297619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.66591002,5.69251201,14.35842203
"223",223,223,-7.5,138.5,1440.80805,5121.15547,"138.5,-7.5",2862.11315,9108.1326,4302.9212,14229.28807,0,0,0,0,12,3,2293.50703703704,2293.50703703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.12115547,9.1081326,14.22928807
"224",224,224,-7.5,139.5,398.48962,2130.22638,"139.5,-7.5",555.84767,1747.92766,954.33729,3878.15404,0,0,0,12,12,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.13022638,1.74792766,3.87815404
"225",225,225,-6.5,98.5,10.55335,95.66338,"98.5,-6.5",0,0,10.55335,95.66338,0,0,0,0,0,0,263.430611111111,263.430611111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.09566338,0,0.09566338
"226",226,226,-6.5,99.5,5.96587,71.18444,"99.5,-6.5",0,0,5.96587,71.18444,0,0,0,0,0,0,279.530275462963,279.530275462963,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.07118444,0,0.07118444
"227",227,227,-6.5,100.5,3.92863,52.6429,"100.5,-6.5",0,0,3.92863,52.6429,0,0,0,0,0,0,306.910354166667,306.910354166667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0526429,0,0.0526429
"228",228,228,-6.5,101.5,3.90678,52.31027,"101.5,-6.5",0,0,3.90678,52.31027,0,0,0,0,0,0,333.310835648148,333.310835648148,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.05231027,0,0.05231027
"229",229,229,-6.5,102.5,4.68247,62.67794,"102.5,-6.5",0,0,4.68247,62.67794,0,0,0,0,1,0,380.824469907407,380.824469907407,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.06267794,0,0.06267794
"230",230,230,-6.5,103.5,10.23107,136.0368,"103.5,-6.5",0,0,10.23107,136.0368,0,0,1,2,140,4,460.057162037037,460.057162037037,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1360368,0,0.1360368
"231",231,231,-6.5,104.5,177.49851,1534.92216,"104.5,-6.5",284.78578,895.54772,462.28429,2430.46988,0,0,5,139,164,4,567.812127314815,567.812127314815,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.53492216,0.89554772,2.43046988
"232",232,232,-6.5,105.5,1579.4286,6589.15375,"105.5,-6.5",7437.54764,23422.79803,9016.97624,30011.95178,0,103,163,163,166,5,725.180018997669,725.180018997669,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.58915375,23.42279803,30.01195178
"233",233,233,-6.5,106.5,1116.38389,4438.53446,"106.5,-6.5",3018.59551,9493.92348,4134.9794,13932.45794,134,159,161,162,162,4,712.872888888889,712.872888888889,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.43853446,9.49392348,13.93245794
"234",234,234,-6.5,107.5,927.20166,3364.73733,"107.5,-6.5",4239.73871,13331.9358,5166.94037,16696.67313,25,167,168,169,175,4,1196.75170833333,1196.75170833333,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.36473733,13.3319358,16.69667313
"235",235,235,-6.5,108.5,1037.66272,3978.26983,"108.5,-6.5",3285.47118,10331.22401,4323.1339,14309.49384,2,28,168,172,173,4,1018.57214912281,1018.57214912281,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.97826983,10.33122401,14.30949384
"236",236,236,-6.5,109.5,1691.96235,6626.38836,"109.5,-6.5",5336.49309,16784.23583,7028.45544,23410.62419,1,18,42,179,181,4,673.345794444444,673.345794444444,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62638836,16.78423583,23.41062419
"237",237,237,-6.5,110.5,1969.37931,7001.73037,"110.5,-6.5",5497.86934,17292.06372,7467.24865,24293.79409,7,26,30,52,187,3,706.765621527778,706.765621527778,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.00173037,17.29206372,24.29379409
"238",238,238,-6.5,111.5,2295.65672,6333.77547,"111.5,-6.5",6674.65749,20988.66954,8970.31421,27322.44501,2,10,13,17,17,0,720.101177083333,720.101177083333,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33377547,20.98866954,27.32244501
"239",239,239,-6.5,112.5,1703.3378,5434.02779,"112.5,-6.5",4101.90995,12898.89836,5805.24775,18332.92615,0,48,67,67,68,1,629.015709677419,629.015709677419,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43402779,12.89889836,18.33292615
"240",240,240,-6.5,113.5,1751.09629,5999.88371,"113.5,-6.5",5124.48843,16114.0474,6875.58472,22113.93111,3,6,18,24,25,3,522.678866666667,522.678866666667,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.99988371,16.1140474,22.11393111
"241",241,241,-6.5,114.5,2164.45018,8333.63816,"114.5,-6.5",1889.71259,5942.23601,4054.16277,14275.87417,0,1,4,5,9,4,501.198837962963,501.198837962963,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8.33363816,5.94223601,14.27587417
"242",242,242,-6.5,115.5,1632.75968,6435.09487,"115.5,-6.5",4377.09699,13771.81475,6009.85667,20206.90962,0,0,5,8,8,0,474.774323232323,474.774323232323,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6.43509487,13.77181475,20.20690962
"243",243,243,-6.5,116.5,1204.74859,4054.19319,"116.5,-6.5",1806.99446,5682.80472,3011.74305,9736.99791,0,0,3,6,8,2,442.550039351852,442.550039351852,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,4.05419319,5.68280472,9.73699791
"244",244,244,-6.5,117.5,401.55042,2166.35729,"117.5,-6.5",4.62267,14.53596,406.17309,2180.89325,0,0,0,0,1,0,462.191071759259,462.191071759259,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,2.16635729,0.01453596,2.18089325
"245",245,245,-6.5,118.5,1001.57515,4302.29807,"118.5,-6.5",2141.54516,6734.12786,3143.12031,11036.42593,0,0,3,4,4,2,578.684708333333,578.684708333333,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,4.30229807,6.73412786,11.03642593
"246",246,246,-6.5,119.5,574.42671,2741.60646,"119.5,-6.5",384.70411,1209.70909,959.13082,3951.31555,0,4,24,24,26,3,551.795284722222,551.795284722222,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,2.74160646,1.20970909,3.95131555
"247",247,247,-6.5,120.5,1159.43128,4844.70173,"120.5,-6.5",3736.63897,11749.92969,4896.07025,16594.63142,0,0,0,0,0,0,486.531408333333,486.531408333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,4.84470173,11.74992969,16.59463142
"248",248,248,-6.5,121.5,667.72089,2623.37981,"121.5,-6.5",1072.4873,3372.45596,1740.20819,5995.83577,0,0,0,1,1,0,457.921576388889,457.921576388889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,2.62337981,3.37245596,5.99583577
"249",249,249,-6.5,122.5,572.84506,2007.96218,"122.5,-6.5",758.04903,2383.69884,1330.89409,4391.66102,0,0,0,2,2,1,407.492976851852,407.492976851852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2.00796218,2.38369884,4.39166102
"250",250,250,-6.5,123.5,0.10332,1.29362,"123.5,-6.5",0,0,0.10332,1.29362,0,0,0,0,5,0,414.840979166667,414.840979166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0.00129362,0,0.00129362
"251",251,251,-6.5,124.5,520.09699,2602.32982,"124.5,-6.5",1728.4218,5435.05387,2248.51879,8037.38369,0,0,0,3,5,1,418.466293981481,418.466293981481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,2.60232982,5.43505387,8.03738369
"252",252,252,-6.5,125.5,0.34906,4.18173,"125.5,-6.5",0,0,0.34906,4.18173,0,0,0,0,0,0,418.258875,418.258875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.00418173,0,0.00418173
"253",253,253,-6.5,126.5,10.03349,101.69389,"126.5,-6.5",0,0,10.03349,101.69389,0,0,0,0,0,0,432.774613425926,432.774613425926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.10169389,0,0.10169389
"254",254,254,-6.5,127.5,0.04385,0.49633,"127.5,-6.5",0,0,0.04385,0.49633,0,0,0,0,0,0,440.091023148148,440.091023148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.00049633,0,0.00049633
"255",255,255,-6.5,128.5,0.04511,0.54116,"128.5,-6.5",0,0,0.04511,0.54116,0,0,0,3,3,0,457.527766203704,457.527766203704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.00054116,0,0.00054116
"256",256,256,-6.5,129.5,584.31504,2278.19758,"129.5,-6.5",1767.98124,5559.44938,2352.29628,7837.64696,0,0,0,0,0,0,490.464592592593,490.464592592593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27819758,5.55944938,7.83764696
"257",257,257,-6.5,130.5,162.49683,857.79728,"130.5,-6.5",24.20325,76.10758,186.70008,933.90486,0,0,0,0,0,0,499.742518518519,499.742518518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.85779728,0.07610758,0.93390486
"258",258,258,-6.5,131.5,387.18282,2030.7901,"131.5,-6.5",346.36168,1089.1406,733.5445,3119.9307,0,0,0,0,0,0,572.707364285714,572.707364285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.0307901,1.0891406,3.1199307
"259",259,259,-6.5,132.5,415.81085,2434.38446,"132.5,-6.5",979.08432,3078.75385,1394.89517,5513.13831,0,0,0,0,2,0,659.2125625,659.2125625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.43438446,3.07875385,5.51313831
"260",260,260,-6.5,133.5,429.11419,2132.39928,"133.5,-6.5",895.60704,2816.25272,1324.72123,4948.652,0,0,0,3,3,0,731.090407407407,731.090407407407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.13239928,2.81625272,4.948652
"261",261,261,-6.5,134.5,1418.07074,5503.28578,"134.5,-6.5",7795.60015,24513.40706,9213.67089,30016.69284,0,0,0,0,0,0,1481.71964393939,1481.71964393939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5.50328578,24.51340706,30.01669284
"262",262,262,-6.5,135.5,11461.8375,19693.31479,"135.5,-6.5",1315.66655,4128.6183,12777.50405,23821.93309,0,0,0,0,5,1,1241.72182407407,1241.72182407407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19.69331479,4.1286183,23.82193309
"263",263,263,-6.5,136.5,1614.59156,6946.63654,"136.5,-6.5",122.59701,385.50829,1737.18857,7332.14483,0,0,14,17,17,11,1377.48190046296,1377.48190046296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6.94663654,0.38550829,7.33214483
"264",264,264,-6.5,137.5,1823.36581,6685.32914,"137.5,-6.5",923.94914,2905.37478,2747.31495,9590.70392,0,0,0,13,13,5,1874.04610416667,1874.04610416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6.68532914,2.90537478,9.59070392
"265",265,265,-6.5,138.5,1905.31751,6661.82473,"138.5,-6.5",5115.90747,16087.09755,7021.22498,22748.92228,0,0,0,13,13,3,2463.03384259259,2463.03384259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.66182473,16.08709755,22.74892228
"266",266,266,-6.5,139.5,264.22839,1202.1492,"139.5,-6.5",884.624,2781.71646,1148.85239,3983.86566,0,0,12,13,13,5,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.2021492,2.78171646,3.98386566
"267",267,267,-5.5,97.5,28.14676,333.04513,"97.5,-5.5",0,0,28.14676,333.04513,0,0,0,0,0,0,237.982715277778,237.982715277778,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.33304513,0,0.33304513
"268",268,268,-5.5,98.5,9.87216,129.22108,"98.5,-5.5",0,0,9.87216,129.22108,0,0,0,0,0,0,241.565435185185,241.565435185185,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.12922108,0,0.12922108
"269",269,269,-5.5,99.5,8.89358,119.22112,"99.5,-5.5",0,0,8.89358,119.22112,0,0,0,0,0,0,255.705439814815,255.705439814815,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.11922112,0,0.11922112
"270",270,270,-5.5,100.5,6.93503,92.94033,"100.5,-5.5",0,0,6.93503,92.94033,0,0,0,0,0,0,277.689925925926,277.689925925926,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.09294033,0,0.09294033
"271",271,271,-5.5,101.5,10.47495,122.1808,"101.5,-5.5",0,0,10.47495,122.1808,0,0,0,0,2,1,299.975291666667,299.975291666667,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.1221808,0,0.1221808
"272",272,272,-5.5,102.5,915.51554,4322.79798,"102.5,-5.5",1389.09327,4368.04488,2304.60881,8690.84286,0,0,0,3,5,1,352.05584047619,352.05584047619,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4.32279798,4.36804488,8.69084286
"273",273,273,-5.5,103.5,501.50296,2002.38962,"103.5,-5.5",1321.42246,4155.25326,1822.92542,6157.64288,0,1,4,5,5,1,421.376287878788,421.376287878788,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.00238962,4.15525326,6.15764288
