"","X","...1","latitude","longitude","sum_IUU","sum_reported","coords","sum_NIUU","sum_Nreported","total_IUU_catch","total_catch","conflict0nmi","conflict50nmi","conflict100nmi","conflict150nmi","conflict200nmi","fatalities100nmi","ocean_ord","ocean_prd","prodummy1","prodummy2","prodummy3","prodummy4","prodummy5","prodummy6","prodummy7","prodummy8","prodummy9","prodummy10","prodummy11","prodummy12","prodummy13","prodummy14","prodummy15","prodummy16","prodummy17","prodummy18","prodummy19","prodummy20","prodummy21","prodummy22","prodummy23","prodummy24","prodummy25","prodummy26","prodummy27","prodummy28","prodummy29","prodummy30","prodummy31","prodummy32","prodummy33","prodummy34","indcatch000","nidcatch000","catch000"
"566",566,566,1.5,109.5,1357.797,8512.67863,"109.5,1.5",3485.81266,13236.42355,4843.60966,21749.10218,0,0,2,2,2,0,1209.47264351852,1209.47264351852,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.51267863,13.23642355,21.74910218
"567",567,567,1.5,110.5,1447.52763,7410.67527,"110.5,1.5",7472.04682,30893.83287,8919.57445,38304.50814,0,0,0,0,0,0,2051.8595625,2051.8595625,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41067527,30.89383287,38.30450814
"568",568,568,1.5,111.5,578.66062,2891.38081,"111.5,1.5",1367.54627,6541.69522,1946.20689,9433.07603,0,0,0,0,0,0,2556.65388888889,2556.65388888889,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89138081,6.54169522,9.43307603
"569",569,569,1.5,117.5,701.17222,2709.60914,"117.5,1.5",1856.16452,5849.28821,2557.33674,8558.89735,0,2,6,6,6,1,NA,NA,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2.70960914,5.84928821,8.55889735
"570",570,570,1.5,118.5,1323.95561,5565.95383,"118.5,1.5",3700.3696,11492.89811,5024.32521,17058.85194,0,0,0,0,0,0,754.575996212121,754.575996212121,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,5.56595383,11.49289811,17.05885194
"571",571,571,1.5,119.5,322.29916,1502.26026,"119.5,1.5",578.14032,1817.97269,900.43948,3320.23295,0,0,0,0,3,0,355.254134259259,355.254134259259,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1.50226026,1.81797269,3.32023295
"572",572,572,1.5,120.5,580.7575,2357.79454,"120.5,1.5",1477.44637,4645.8572,2058.20387,7003.65174,0,1,1,14,14,13,319.178578431373,319.178578431373,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,2.35779454,4.6458572,7.00365174
"573",573,573,1.5,121.5,1150.43719,3772.76093,"121.5,1.5",4095.06626,12877.01076,5245.50345,16649.77169,0,0,0,0,3,1,319.514591145833,319.514591145833,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,3.77276093,12.87701076,16.64977169
"574",574,574,1.5,122.5,733.52767,3097.98931,"122.5,1.5",1756.46229,5523.22775,2489.98996,8621.21706,0,0,0,3,3,1,304.637648148148,304.637648148148,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,3.09798931,5.52322775,8.62121706
"575",575,575,1.5,123.5,363.29057,1129.32917,"123.5,1.5",332.2408,1044.73728,695.53137,2174.06645,0,0,3,3,3,1,303.597842592593,303.597842592593,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.12932917,1.04473728,2.17406645
"576",576,576,1.5,124.5,832.95915,3904.47647,"124.5,1.5",3826.41869,12032.2591,4659.37784,15936.73557,3,3,3,3,3,1,332.014128472222,332.014128472222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3.90447647,12.0322591,15.93673557
"577",577,577,1.5,125.5,753.92829,2754.89393,"125.5,1.5",4036.48181,12692.79124,4790.4101,15447.68517,0,3,3,3,3,1,519.04623655914,519.04623655914,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2.75489393,12.69279124,15.44768517
"578",578,578,1.5,126.5,351.68744,1453.00773,"126.5,1.5",426.91228,1342.43353,778.59972,2795.44126,0,0,3,3,3,1,476.980131944444,476.980131944444,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1.45300773,1.34243353,2.79544126
"579",579,579,1.5,127.5,1109.74408,4665.91659,"127.5,1.5",3566.78161,11215.82641,4676.52569,15881.743,0,0,0,3,3,1,488.667925,488.667925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4.66591659,11.21582641,15.881743
"580",580,580,1.5,128.5,1294.42032,5758.89613,"128.5,1.5",6087.13275,19141.09982,7381.55307,24899.99595,0,0,0,0,3,1,444.936858024691,444.936858024691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5.75889613,19.14109982,24.89999595
"581",581,581,1.5,129.5,0.11187,1.32471,"129.5,1.5",0,0,0.11187,1.32471,0,0,0,0,0,0,377.874314814815,377.874314814815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.00132471,0,0.00132471
"582",582,582,1.5,130.5,0.07253,0.87536,"130.5,1.5",0,0,0.07253,0.87536,0,0,0,0,0,0,327.947081018519,327.947081018519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00087536,0,0.00087536
"583",583,583,1.5,131.5,368.6548,1246.08337,"131.5,1.5",974.54077,3064.46121,1343.19557,4310.54458,0,0,0,7,7,1,311.554856481481,311.554856481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1.24608337,3.06446121,4.31054458
"584",584,584,1.5,132.5,4.29752,40.42485,"132.5,1.5",0,0,4.29752,40.42485,0,0,0,1,1,0,298.626354166667,298.626354166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.04042485,0,0.04042485
"585",585,585,1.5,133.5,1.68583,15.87305,"133.5,1.5",0,0,1.68583,15.87305,0,0,0,0,0,0,291.726527777778,291.726527777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.01587305,0,0.01587305
"586",586,586,1.5,134.5,0.04494,0.53027,"134.5,1.5",0,0,0.04494,0.53027,0,0,0,13,13,1,281.262803240741,281.262803240741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.00053027,0,0.00053027
"587",587,587,1.5,135.5,0.06519,0.78981,"135.5,1.5",0,0,0.06519,0.78981,0,0,0,0,0,0,277.531025462963,277.531025462963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.00078981,0,0.00078981
"588",588,588,1.5,136.5,0.06009,0.71266,"136.5,1.5",0,0,0.06009,0.71266,0,0,0,4,7,11,271.620712962963,271.620712962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.00071266,0,0.00071266
"589",589,589,1.5,137.5,0.05282,0.62152,"137.5,1.5",0,0,0.05282,0.62152,0,0,0,0,0,0,265.142912037037,265.142912037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00062152,0,0.00062152
"590",590,590,1.5,138.5,15.39886,189.11724,"138.5,1.5",0,0,15.39886,189.11724,0,0,0,0,1,1,263.776175925926,263.776175925926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.18911724,0,0.18911724
"591",591,591,1.5,139.5,22.46172,261.57329,"139.5,1.5",0,0,22.46172,261.57329,0,0,0,0,0,0,262.239833333333,262.239833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.26157329,0,0.26157329
"592",592,592,1.5,140.5,64.43922,721.46606,"140.5,1.5",0,0,64.43922,721.46606,0,0,0,0,0,0,262.08143287037,262.08143287037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.72146606,0,0.72146606
"593",593,593,2.5,92.5,12.79602,147.53282,"92.5,2.5",0,0,12.79602,147.53282,0,0,0,0,0,0,230.54574537037,230.54574537037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14753282,0,0.14753282
"594",594,594,2.5,93.5,8.76344,117.48972,"93.5,2.5",0,0,8.76344,117.48972,0,0,0,0,0,0,242.63556712963,242.63556712963,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.11748972,0,0.11748972
"595",595,595,2.5,94.5,5.64678,73.32474,"94.5,2.5",0,0,5.64678,73.32474,0,0,0,0,11,1,259.777159722222,259.777159722222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07332474,0,0.07332474
"596",596,596,2.5,95.5,369.09921,2282.15812,"95.5,2.5",1350.20229,4245.50822,1719.3015,6527.66634,0,0,0,14,28,9,303.735829782197,303.735829782197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.28215812,4.24550822,6.52766634
"597",597,597,2.5,96.5,1512.2431,6972.98198,"96.5,2.5",3547.19078,11154.0398,5059.43388,18127.02178,0,8,13,18,18,6,349.942736979167,349.942736979167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,6.97298198,11.1540398,18.12702178
"598",598,598,2.5,97.5,1498.1264,6730.25613,"97.5,2.5",6555.26914,20637.29301,8053.39554,27367.54914,11,11,14,19,19,3,765.734255151515,765.734255151515,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,6.73025613,20.63729301,27.36754914
"599",599,599,2.5,98.5,706.15036,2751.00137,"98.5,2.5",1556.35958,4894.00121,2262.50994,7645.00258,0,31,32,32,32,2,1339.22704085498,1339.22704085498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2.75100137,4.89400121,7.64500258
"600",600,600,2.5,99.5,361.92256,1881.59731,"99.5,2.5",569.0955,1789.53116,931.01806,3671.12847,3,3,15,15,15,2,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1.88159731,1.78953116,3.67112847
"601",601,601,2.5,100.5,3158.97564,13883.97988,"100.5,2.5",6316.76711,20754.56097,9475.74275,34638.54085,0,0,3,14,15,2,2172.60074098124,2172.60074098124,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,13.88397988,20.75456097,34.63854085
"602",602,602,2.5,101.5,4462.61855,18409.47453,"101.5,2.5",11749.98827,45183.4077,16212.60682,63592.88223,0,0,15,18,29,2,1613.65832828283,1613.65832828283,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,18.40947453,45.1834077,63.59288223
"603",603,603,2.5,102.5,1802.46339,8258.59432,"102.5,2.5",5031.58581,21430.12627,6834.0492,29688.72059,0,0,0,0,3,1,1533.55273333333,1533.55273333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,8.25859432,21.43012627,29.68872059
"604",604,604,2.5,104.5,3316.1658,17271.15561,"104.5,2.5",13353.02758,52895.2491,16669.19338,70166.40471,0,0,14,14,14,1,555.163886574074,555.163886574074,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.27115561,52.8952491,70.16640471
"605",605,605,2.5,105.5,3089.75711,11009.32526,"105.5,2.5",3025.71058,9928.15608,6115.46769,20937.48134,0,0,0,0,0,0,356.6601,356.6601,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.00932526,9.92815608,20.93748134
"606",606,606,2.5,106.5,1388.81111,6626.20003,"106.5,2.5",934.58946,2938.51249,2323.40057,9564.71252,0,1,1,1,1,0,339.414255555556,339.414255555556,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.62620003,2.93851249,9.56471252
"607",607,607,2.5,107.5,1473.66977,5738.32902,"107.5,2.5",773.91467,2433.21653,2247.58444,8171.54555,0,0,0,0,0,0,338.405824074074,338.405824074074,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73832902,2.43321653,8.17154555
"608",608,608,2.5,108.5,2262.4543,7060.42288,"108.5,2.5",2972.61056,9345.56842,5235.06486,16405.9913,0,0,0,0,0,0,514.067638095238,514.067638095238,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06042288,9.34556842,16.4059913
"609",609,609,2.5,109.5,3262.7833,13943.61159,"109.5,2.5",3773.71261,13590.16399,7036.49591,27533.77558,0,0,0,2,2,0,625.991686497326,625.991686497326,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.94361159,13.59016399,27.53377558
"610",610,610,2.5,117.5,1017.11987,3416.66973,"117.5,2.5",2705.053,8506.08876,3722.17287,11922.75849,3,3,4,6,6,1,1606.372875,1606.372875,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3.41666973,8.50608876,11.92275849
"611",611,611,2.5,118.5,941.47071,3928.34291,"118.5,2.5",2953.2228,9287.0462,3894.69351,13215.38911,0,3,3,3,3,0,635.17465,635.17465,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3.92834291,9.2870462,13.21538911
"612",612,612,2.5,119.5,0.05807,0.69425,"119.5,2.5",0,0,0.05807,0.69425,0,0,3,3,3,0,292.928178240741,292.928178240741,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.00069425,0,0.00069425
"613",613,613,2.5,120.5,0.05442,0.62757,"120.5,2.5",0,0,0.05442,0.62757,0,0,1,1,9,5,278.309337962963,278.309337962963,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.00062757,0,0.00062757
"614",614,614,2.5,121.5,0.06001,0.71223,"121.5,2.5",0,0,0.06001,0.71223,0,0,0,0,0,0,269.872534722222,269.872534722222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.00071223,0,0.00071223
"615",615,615,2.5,122.5,0.02826,0.33522,"122.5,2.5",0,0,0.02826,0.33522,0,0,0,0,0,0,266.465361111111,266.465361111111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.00033522,0,0.00033522
"616",616,616,2.5,123.5,0.06236,0.72226,"123.5,2.5",0,0,0.06236,0.72226,0,0,0,0,0,0,259.973953703704,259.973953703704,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.00072226,0,0.00072226
"617",617,617,2.5,124.5,0.14709,1.68457,"124.5,2.5",0,0,0.14709,1.68457,0,3,3,3,3,1,264.887217592593,264.887217592593,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.00168457,0,0.00168457
"618",618,618,2.5,125.5,1098.5195,4929.80756,"125.5,2.5",1894.20515,5948.74894,2992.72465,10878.5565,0,0,0,0,0,0,329.170769607843,329.170769607843,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,4.92980756,5.94874894,10.8785565
"619",619,619,2.5,126.5,0.10303,1.27549,"126.5,2.5",0,0,0.10303,1.27549,0,0,0,0,0,0,400.130011574074,400.130011574074,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00127549,0,0.00127549
"620",620,620,2.5,127.5,568.24392,1707.49429,"127.5,2.5",1125.48428,3539.10586,1693.7282,5246.60015,0,0,0,0,0,0,417.801333333333,417.801333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1.70749429,3.53910586,5.24660015
"621",621,621,2.5,128.5,1853.25809,7188.98972,"128.5,2.5",5967.02179,18763.40873,7820.27988,25952.39845,0,0,0,0,0,0,386.268697530864,386.268697530864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,7.18898972,18.76340873,25.95239845
"622",622,622,2.5,129.5,2.11304,19.93097,"129.5,2.5",0,0,2.11304,19.93097,0,0,0,0,0,0,353.258127314815,353.258127314815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.01993097,0,0.01993097
"623",623,623,2.5,130.5,8.55142,80.20853,"130.5,2.5",0,0,8.55142,80.20853,0,0,0,0,0,0,314.354673611111,314.354673611111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.08020853,0,0.08020853
"624",624,624,2.5,131.5,26.77245,250.8293,"131.5,2.5",0.25709,1.14607,27.02954,251.97537,0,0,0,0,7,1,318.489236111111,318.489236111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2508293,0.00114607,0.25197537
"625",625,625,2.5,132.5,8.9648,83.99171,"132.5,2.5",0,0,8.9648,83.99171,0,0,0,0,0,0,305.412081018519,305.412081018519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.08399171,0,0.08399171
"626",626,626,2.5,133.5,6.62086,62.11147,"133.5,2.5",0,0,6.62086,62.11147,0,0,0,0,0,0,297.520592592593,297.520592592593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.06211147,0,0.06211147
"627",627,627,2.5,134.5,0.05867,0.68857,"134.5,2.5",0,0,0.05867,0.68857,0,0,0,0,13,1,291.382944444444,291.382944444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.00068857,0,0.00068857
"628",628,628,2.5,135.5,0.05206,0.62472,"135.5,2.5",0,0,0.05206,0.62472,0,0,0,0,0,0,281.572974537037,281.572974537037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.00062472,0,0.00062472
"629",629,629,2.5,136.5,10.52081,126.50837,"136.5,2.5",0,0,10.52081,126.50837,0,0,0,0,4,0,271.429122685185,271.429122685185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.12650837,0,0.12650837
"630",630,630,2.5,137.5,50.30815,591.46611,"137.5,2.5",0,0,50.30815,591.46611,0,0,0,0,0,0,262.426766203704,262.426766203704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.59146611,0,0.59146611
"631",631,631,3.5,92.5,12.27382,150.70767,"92.5,3.5",0,0,12.27382,150.70767,0,0,0,0,0,0,247.304282407407,247.304282407407,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15070767,0,0.15070767
"632",632,632,3.5,93.5,10.71989,143.70222,"93.5,3.5",0,0,10.71989,143.70222,0,0,0,0,0,0,257.38075462963,257.38075462963,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14370222,0,0.14370222
"633",633,633,3.5,94.5,10.95525,133.06196,"94.5,3.5",0,0,10.95525,133.06196,0,0,0,0,0,0,271.379261574074,271.379261574074,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.13306196,0,0.13306196
"634",634,634,3.5,95.5,676.64865,3711.47882,"95.5,3.5",253.08831,795.86998,929.73696,4507.3488,0,0,12,14,31,7,310.878414351852,310.878414351852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.71147882,0.79586998,4.5073488
"635",635,635,3.5,96.5,904.11937,4335.22884,"96.5,3.5",2337.86017,7351.45792,3241.97954,11686.68676,0,2,20,21,21,4,479.235416666667,479.235416666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.33522884,7.35145792,11.68668676
"636",636,636,3.5,97.5,903.61463,3941.22818,"97.5,3.5",4506.94996,14176.70185,5410.56459,18117.93003,0,27,33,33,33,2,622.961472222222,622.961472222222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3.94122818,14.17670185,18.11793003
"637",637,637,3.5,98.5,479.51584,1930.44022,"98.5,3.5",1685.45578,5299.94967,2164.97162,7230.38989,17,18,18,18,18,0,1329.28577777778,1329.28577777778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1.93044022,5.29994967,7.23038989
"638",638,638,3.5,99.5,2292.54736,10363.08319,"99.5,3.5",6923.4881,24134.58461,9216.03546,34497.6678,0,20,20,21,21,1,1261.55829829545,1261.55829829545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,10.36308319,24.13458461,34.4976678
"639",639,639,3.5,100.5,4097.98686,18836.1012,"100.5,3.5",8315.82293,33866.8065,12413.80979,52702.9077,0,0,17,17,17,0,1445.18652020202,1445.18652020202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,18.8361012,33.8668065,52.7029077
"640",640,640,3.5,101.5,972.90359,5433.20863,"101.5,3.5",2702.06983,12281.66949,3674.97342,17714.87812,0,0,0,30,32,0,1840.23083333333,1840.23083333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,5.43320863,12.28166949,17.71487812
"641",641,641,3.5,104.5,3292.89221,17167.12132,"104.5,3.5",4051.92241,18395.53158,7344.81462,35562.6529,0,0,1,15,15,1,399.14474537037,399.14474537037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.16712132,18.39553158,35.5626529
"642",642,642,3.5,105.5,1443.73901,5182.69164,"105.5,3.5",1014.02423,3188.61758,2457.76324,8371.30922,0,1,1,1,1,0,320.006730952381,320.006730952381,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.18269164,3.18861758,8.37130922
"643",643,643,3.5,106.5,1418.34022,6615.71356,"106.5,3.5",2860.29232,9081.8506,4278.63254,15697.56416,1,1,1,1,1,0,310.393637052342,310.393637052342,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.61571356,9.0818506,15.69756416
"644",644,644,3.5,107.5,1812.09897,6654.21332,"107.5,3.5",2460.23341,7753.64559,4272.33238,14407.85891,0,1,1,1,1,0,328.411118055556,328.411118055556,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65421332,7.75364559,14.40785891
"645",645,645,3.5,108.5,1530.74793,6081.54698,"108.5,3.5",3154.33502,9918.87318,4685.08295,16000.42016,0,0,0,1,1,0,344.159711111111,344.159711111111,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.08154698,9.91887318,16.00042016
"646",646,646,3.5,109.5,3526.26137,15778.73841,"109.5,3.5",692.73461,2264.4695,4218.99598,18043.20791,0,0,0,0,3,0,323.380331018519,323.380331018519,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.77873841,2.2644695,18.04320791
"647",647,647,3.5,117.5,1705.89203,6609.65944,"117.5,3.5",5396.07311,17000.70481,7101.96514,23610.36425,0,2,3,4,4,0,2103.614775,2103.614775,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.60965944,17.00070481,23.61036425
